transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,merchant_category,is_fraud
TXN_00001681,CUST_000781,MERCH_00165,93.82,2024-07-21 08:05:21.202006,credit_card,grocery,False
TXN_00001682,CUST_000247,MERCH_00273,5.0,2024-07-22 18:23:24.824542,debit_card,travel,False
TXN_00001683,CUST_000313,MERCH_00177,9.53,2024-12-03 10:04:50.389877,debit_card,utilities,False
TXN_00001684,CUST_000543,MERCH_00200,75.49,2024-02-26 11:18:05.498195,mobile_payment,gas_station,False
TXN_00001685,CUST_000539,MERCH_00062,131.38,2024-01-14 17:34:11.959442,mobile_payment,healthcare,False
TXN_00001686,CUST_000460,MERCH_00379,58.13,2024-05-09 02:32:39.835611,debit_card,utilities,False
TXN_00001687,CUST_000246,MERCH_00044,44.14,2024-02-20 14:27:20.789472,debit_card,retail,False
TXN_00001688,CUST_000589,MERCH_00032,33.98,2024-05-13 10:38:46.114470,mobile_payment,entertainment,False
TXN_00001689,CUST_000901,MERCH_00316,53.37,2024-07-31 19:41:02.355765,bank_transfer,gas_station,False
TXN_00001690,CUST_000410,MERCH_00148,5.0,2024-03-26 19:01:43.468806,debit_card,entertainment,False
TXN_00001691,CUST_000017,MERCH_00152,5.0,2024-10-23 06:00:37.131178,bank_transfer,entertainment,False
TXN_00001692,CUST_000548,MERCH_00227,30.69,2024-02-03 15:05:19.904855,debit_card,utilities,False
TXN_00001693,CUST_000703,MERCH_00142,5.91,2024-05-25 17:13:57.563995,bank_transfer,other,False
TXN_00001694,CUST_000432,MERCH_00218,5.0,2024-12-01 16:38:40.550271,mobile_payment,utilities,False
TXN_00001695,CUST_000446,MERCH_00147,182.87,2024-09-25 13:10:11.121483,debit_card,travel,False
TXN_00001696,CUST_000882,MERCH_00468,21.98,2024-09-21 22:33:55.491415,credit_card,utilities,False
TXN_00001697,CUST_000504,MERCH_00208,35.45,2024-10-16 15:50:26.671895,debit_card,gas_station,False
TXN_00001698,CUST_000448,MERCH_00493,75.79,2024-03-04 18:37:32.951645,bank_transfer,retail,False
TXN_00001699,CUST_000926,MERCH_00160,15.3,2024-10-28 18:10:40.586922,credit_card,healthcare,False
TXN_00001700,CUST_000653,MERCH_00221,5.0,2024-09-08 20:51:11.106710,mobile_payment,online,False
TXN_00001701,CUST_000942,MERCH_00343,83.69,2024-07-29 22:47:46.914590,bank_transfer,grocery,False
TXN_00001702,CUST_000805,MERCH_00025,98.9,2024-11-27 14:03:48.330751,mobile_payment,other,False
TXN_00001703,CUST_000580,MERCH_00189,5.0,2024-08-05 17:13:31.203919,bank_transfer,other,False
TXN_00001704,CUST_000944,MERCH_00321,97.2,2024-04-19 20:26:41.653202,bank_transfer,grocery,False
TXN_00001705,CUST_000307,MERCH_00098,135.88,2024-09-23 11:42:53.318653,credit_card,retail,False
TXN_00001706,CUST_000075,MERCH_00117,58.25,2024-07-29 18:14:42.641986,credit_card,gas_station,False
TXN_00001707,CUST_000044,MERCH_00408,39.53,2024-01-29 07:27:43.157823,debit_card,online,False
TXN_00001708,CUST_000571,MERCH_00195,5.0,2024-01-21 20:52:58.545452,mobile_payment,other,False
TXN_00001709,CUST_000329,MERCH_00412,58.71,2024-10-08 08:05:49.819741,credit_card,grocery,False
TXN_00001710,CUST_000610,MERCH_00176,19.14,2024-05-06 06:52:07.006468,debit_card,online,False
TXN_00001711,CUST_000943,MERCH_00337,285.38,2024-10-25 03:09:40.652668,debit_card,retail,False
TXN_00001712,CUST_000692,MERCH_00184,65.16,2024-06-01 09:43:48.729119,mobile_payment,gas_station,False
TXN_00001713,CUST_000015,MERCH_00052,67.54,2024-11-12 23:12:01.473454,mobile_payment,restaurant,False
TXN_00001714,CUST_000925,MERCH_00476,35.68,2024-11-13 16:19:47.509327,mobile_payment,travel,False
TXN_00001715,CUST_000344,MERCH_00407,54.57,2024-03-23 20:02:48.484077,credit_card,retail,False
TXN_00001716,CUST_000649,MERCH_00210,5.0,2024-08-26 18:20:44.320145,bank_transfer,entertainment,False
TXN_00001717,CUST_000416,MERCH_00467,72.22,2024-08-07 20:09:44.339807,credit_card,retail,False
TXN_00001718,CUST_000714,MERCH_00383,256.51,2024-01-05 07:09:54.638037,mobile_payment,utilities,False
TXN_00001719,CUST_000852,MERCH_00265,5.0,2024-10-10 13:11:13.541791,bank_transfer,other,False
TXN_00001720,CUST_000506,MERCH_00451,40.16,2024-05-19 12:35:08.839474,mobile_payment,restaurant,False
TXN_00001721,CUST_000499,MERCH_00301,13.79,2024-04-21 18:54:09.077840,credit_card,entertainment,False
TXN_00001722,CUST_000136,MERCH_00082,46.9,2024-01-16 11:45:23.504230,bank_transfer,restaurant,False
TXN_00001723,CUST_000770,MERCH_00116,173.89,2024-07-16 07:47:03.947578,mobile_payment,healthcare,False
TXN_00001724,CUST_000570,MERCH_00245,5.0,2024-02-24 09:19:15.484460,mobile_payment,entertainment,False
TXN_00001725,CUST_000128,MERCH_00164,5.0,2024-07-02 17:02:17.187064,mobile_payment,other,False
TXN_00001726,CUST_000244,MERCH_00318,17.6,2024-03-21 19:10:59.705132,credit_card,travel,False
TXN_00001727,CUST_000998,MERCH_00392,50.11,2024-01-19 09:33:12.858903,debit_card,restaurant,False
TXN_00001728,CUST_000931,MERCH_00091,10.92,2024-09-24 12:37:41.895944,debit_card,healthcare,False
TXN_00001729,CUST_000669,MERCH_00244,67.67,2024-05-23 14:39:08.969712,credit_card,restaurant,False
TXN_00001730,CUST_000248,MERCH_00020,188.46,2024-06-11 14:35:53.617793,debit_card,retail,False
TXN_00001731,CUST_000137,MERCH_00325,68.37,2024-08-05 10:21:28.784674,mobile_payment,gas_station,False
TXN_00001732,CUST_000686,MERCH_00050,13.87,2024-07-03 14:25:44.658989,credit_card,other,False
TXN_00001733,CUST_000509,MERCH_00010,20.26,2024-03-22 19:28:12.369383,bank_transfer,utilities,False
TXN_00001734,CUST_000123,MERCH_00406,102.3,2024-04-15 20:29:57.607485,mobile_payment,retail,False
TXN_00001735,CUST_000698,MERCH_00395,159.05,2024-05-23 11:15:51.328699,debit_card,retail,False
TXN_00001736,CUST_000468,MERCH_00313,2718.61,2024-02-18 19:58:33.734816,debit_card,travel,False
TXN_00001737,CUST_000320,MERCH_00162,87.3,2024-01-31 13:05:42.672170,bank_transfer,grocery,False
TXN_00001738,CUST_000165,MERCH_00467,55.54,2024-07-27 09:49:10.462343,debit_card,retail,False
TXN_00001739,CUST_000715,MERCH_00311,11.3,2024-01-18 11:57:54.788738,debit_card,other,False
TXN_00001740,CUST_000042,MERCH_00358,21.42,2024-05-25 00:54:56.822512,bank_transfer,other,False
TXN_00001741,CUST_000579,MERCH_00252,68.1,2024-02-01 11:17:30.948798,mobile_payment,grocery,False
TXN_00001742,CUST_000593,MERCH_00329,36.89,2024-07-02 22:58:13.773744,debit_card,utilities,False
TXN_00001743,CUST_000011,MERCH_00110,5.0,2024-10-09 13:42:29.506438,bank_transfer,other,False
TXN_00001744,CUST_000234,MERCH_00092,248.0,2024-02-17 10:05:11.515494,credit_card,online,False
TXN_00001745,CUST_000653,MERCH_00327,35.11,2024-02-19 09:28:04.404862,bank_transfer,gas_station,False
TXN_00001746,CUST_000295,MERCH_00427,153.82,2024-07-23 19:26:04.247760,debit_card,utilities,False
TXN_00001747,CUST_000089,MERCH_00406,175.33,2024-06-27 23:39:47.643430,mobile_payment,retail,False
TXN_00001748,CUST_000913,MERCH_00370,6.93,2024-08-26 08:41:46.771647,bank_transfer,healthcare,False
TXN_00001749,CUST_000478,MERCH_00233,72.74,2024-03-12 01:49:47.537201,bank_transfer,gas_station,False
TXN_00001750,CUST_000312,MERCH_00167,6.6,2024-08-12 18:07:56.270371,mobile_payment,healthcare,False
TXN_00001751,CUST_000444,MERCH_00172,10.87,2024-09-25 04:26:58.294727,mobile_payment,grocery,False
TXN_00001752,CUST_000236,MERCH_00463,20.99,2024-03-30 07:06:48.826232,bank_transfer,utilities,False
TXN_00001753,CUST_000510,MERCH_00212,57.24,2024-01-27 17:36:04.564036,credit_card,gas_station,False
TXN_00001754,CUST_000353,MERCH_00373,205.05,2024-10-10 14:31:18.600295,bank_transfer,retail,False
TXN_00001755,CUST_000401,MERCH_00277,124.76,2024-04-28 11:05:09.515502,mobile_payment,online,False
TXN_00001756,CUST_000153,MERCH_00329,341.35,2024-12-03 16:26:58.519107,mobile_payment,utilities,False
TXN_00001757,CUST_000697,MERCH_00214,64.85,2024-02-02 17:50:56.823325,debit_card,online,False
TXN_00001758,CUST_000713,MERCH_00367,50.85,2024-09-02 07:30:30.845591,debit_card,restaurant,False
TXN_00001759,CUST_000187,MERCH_00002,16.82,2024-06-03 15:12:56.436203,credit_card,online,False
TXN_00001760,CUST_000032,MERCH_00210,196.09,2024-05-07 13:10:36.573512,credit_card,entertainment,False
TXN_00001761,CUST_000240,MERCH_00364,62.18,2024-04-27 18:40:05.010922,mobile_payment,grocery,False
TXN_00001762,CUST_000071,MERCH_00447,5.0,2024-08-04 16:21:49.772159,debit_card,travel,False
TXN_00001763,CUST_000362,MERCH_00417,25.79,2024-01-09 08:03:06.601453,debit_card,restaurant,False
TXN_00001764,CUST_000281,MERCH_00055,61.71,2024-04-21 11:12:47.176223,debit_card,gas_station,False
TXN_00001765,CUST_000049,MERCH_00177,34.49,2024-12-26 17:49:50.853368,credit_card,utilities,False
TXN_00001766,CUST_000981,MERCH_00102,67.5,2024-08-12 14:05:45.281117,debit_card,gas_station,False
TXN_00001767,CUST_000597,MERCH_00399,101.48,2024-12-27 11:47:39.972109,debit_card,grocery,False
TXN_00001768,CUST_000252,MERCH_00170,43.39,2024-06-10 17:45:37.878667,debit_card,restaurant,False
TXN_00001769,CUST_000590,MERCH_00173,42.85,2024-02-23 15:22:11.433601,debit_card,gas_station,False
TXN_00001770,CUST_000239,MERCH_00168,45.09,2024-01-17 12:07:38.446172,credit_card,other,False
TXN_00001771,CUST_000053,MERCH_00406,15.0,2024-10-25 16:11:09.673277,mobile_payment,retail,False
TXN_00001772,CUST_000363,MERCH_00269,9.18,2024-03-13 14:14:32.896271,bank_transfer,travel,False
TXN_00001773,CUST_000761,MERCH_00488,30.81,2024-05-16 20:40:12.443549,credit_card,grocery,False
TXN_00001774,CUST_000163,MERCH_00132,5.0,2024-10-03 09:44:52.567855,mobile_payment,restaurant,False
TXN_00001775,CUST_000971,MERCH_00324,5.0,2024-11-07 09:12:50.082371,credit_card,online,False
TXN_00001776,CUST_000139,MERCH_00103,110.82,2024-02-11 17:22:35.217399,debit_card,retail,False
TXN_00001777,CUST_000351,MERCH_00086,44.16,2024-01-20 16:45:10.789376,mobile_payment,gas_station,False
TXN_00001778,CUST_000145,MERCH_00438,72.04,2024-12-12 11:43:20.696253,debit_card,gas_station,False
TXN_00001779,CUST_000792,MERCH_00140,50.62,2024-12-04 09:09:07.664961,bank_transfer,gas_station,False
TXN_00001780,CUST_000823,MERCH_00211,146.65,2024-11-13 20:16:14.161476,credit_card,entertainment,False
TXN_00001781,CUST_000203,MERCH_00263,26.2,2024-10-26 18:22:24.449976,mobile_payment,travel,False
TXN_00001782,CUST_000306,MERCH_00302,13.32,2024-01-06 14:18:13.118380,mobile_payment,entertainment,False
TXN_00001783,CUST_000378,MERCH_00096,72.16,2024-09-10 12:38:46.217370,bank_transfer,grocery,False
TXN_00001784,CUST_000243,MERCH_00104,53.62,2024-02-10 18:47:42.765692,bank_transfer,travel,False
TXN_00001785,CUST_000414,MERCH_00269,5.0,2024-06-13 13:32:21.691651,credit_card,travel,False
TXN_00001786,CUST_000541,MERCH_00085,5.0,2024-01-09 22:16:24.559408,mobile_payment,other,False
TXN_00001787,CUST_000897,MERCH_00194,60.67,2024-03-17 13:55:24.888893,mobile_payment,gas_station,False
TXN_00001788,CUST_000642,MERCH_00461,94.57,2024-07-15 06:55:40.120555,mobile_payment,grocery,False
TXN_00001789,CUST_000904,MERCH_00207,61.0,2024-03-15 18:17:59.464317,credit_card,gas_station,False
TXN_00001790,CUST_000345,MERCH_00218,12.23,2024-07-09 17:48:32.837929,mobile_payment,utilities,False
TXN_00001791,CUST_000735,MERCH_00143,7.18,2024-04-04 12:50:38.796030,debit_card,other,False
TXN_00001792,CUST_000717,MERCH_00106,54.48,2024-06-25 11:18:38.353750,mobile_payment,restaurant,False
TXN_00001793,CUST_000382,MERCH_00078,5.0,2024-09-23 18:07:50.129565,mobile_payment,utilities,False
TXN_00001794,CUST_000451,MERCH_00491,5.0,2024-02-21 17:12:12.266258,credit_card,healthcare,False
TXN_00001795,CUST_000049,MERCH_00373,15.0,2024-09-12 05:05:44.996612,debit_card,retail,False
TXN_00001796,CUST_000784,MERCH_00438,71.25,2024-01-07 09:05:00.131976,debit_card,gas_station,False
TXN_00001797,CUST_000985,MERCH_00198,20.22,2024-07-31 19:07:23.892742,debit_card,entertainment,False
TXN_00001798,CUST_000257,MERCH_00173,70.44,2024-08-30 08:30:29.793301,debit_card,gas_station,False
TXN_00001799,CUST_000072,MERCH_00258,236.92,2024-01-16 19:54:08.588503,debit_card,retail,False
TXN_00001800,CUST_000646,MERCH_00475,68.74,2024-03-03 13:00:00.389204,mobile_payment,gas_station,False
TXN_00001801,CUST_000595,MERCH_00323,53.0,2024-04-13 18:57:31.030489,credit_card,other,False
TXN_00001802,CUST_000392,MERCH_00105,52.85,2024-10-15 20:17:28.362786,mobile_payment,restaurant,False
TXN_00001803,CUST_000476,MERCH_00307,5.0,2024-08-13 12:22:17.188279,debit_card,entertainment,False
TXN_00001804,CUST_000783,MERCH_00345,29.4,2024-01-20 03:01:36.401624,debit_card,other,False
TXN_00001805,CUST_000031,MERCH_00170,40.82,2024-08-26 22:40:44.245570,bank_transfer,restaurant,False
TXN_00001806,CUST_000917,MERCH_00026,31.86,2024-01-04 10:00:26.550634,credit_card,grocery,False
TXN_00001807,CUST_000065,MERCH_00434,56.85,2024-05-21 14:31:53.363265,debit_card,other,False
TXN_00001808,CUST_000187,MERCH_00137,253.44,2024-04-09 14:40:44.114677,bank_transfer,retail,False
TXN_00001809,CUST_000204,MERCH_00152,25.02,2024-11-07 08:14:47.745865,bank_transfer,entertainment,False
TXN_00001810,CUST_000242,MERCH_00213,5.0,2024-08-28 20:28:45.373315,credit_card,online,False
TXN_00001811,CUST_000475,MERCH_00316,44.58,2024-11-11 10:06:45.778987,mobile_payment,gas_station,False
TXN_00001812,CUST_000080,MERCH_00224,37.79,2024-01-07 12:07:34.023589,debit_card,restaurant,False
TXN_00001813,CUST_000604,MERCH_00497,54.87,2024-11-12 18:30:55.725859,mobile_payment,gas_station,False
TXN_00001814,CUST_000614,MERCH_00305,61.82,2024-08-25 00:50:29.860906,credit_card,grocery,False
TXN_00001815,CUST_000439,MERCH_00150,11.65,2024-03-25 22:02:13.604666,debit_card,utilities,False
TXN_00001816,CUST_000358,MERCH_00390,11.66,2024-05-18 15:56:33.136636,credit_card,other,False
TXN_00001817,CUST_000191,MERCH_00258,130.07,2024-12-22 20:07:14.136366,bank_transfer,retail,False
TXN_00001818,CUST_000179,MERCH_00047,51.3,2024-02-06 12:31:42.656666,bank_transfer,healthcare,False
TXN_00001819,CUST_000073,MERCH_00202,118.15,2024-04-25 19:23:39.448122,bank_transfer,retail,False
TXN_00001820,CUST_000992,MERCH_00318,375.57,2024-11-12 19:55:45.302975,debit_card,travel,False
TXN_00001821,CUST_000857,MERCH_00388,15.0,2024-07-13 02:28:16.505867,credit_card,retail,False
TXN_00001822,CUST_000277,MERCH_00329,11.67,2024-03-09 22:00:58.729599,mobile_payment,utilities,False
TXN_00001823,CUST_000752,MERCH_00423,113.37,2024-07-01 18:42:04.349993,bank_transfer,retail,False
TXN_00001824,CUST_000238,MERCH_00333,28.98,2024-06-16 15:57:34.763093,bank_transfer,grocery,False
TXN_00001825,CUST_000786,MERCH_00336,29.63,2024-12-04 07:49:32.749362,bank_transfer,restaurant,False
TXN_00001826,CUST_000691,MERCH_00138,9.97,2024-01-08 16:14:20.018248,credit_card,entertainment,False
TXN_00001827,CUST_000516,MERCH_00264,7.87,2024-03-31 17:09:18.519148,bank_transfer,other,False
TXN_00001828,CUST_000310,MERCH_00195,66.69,2024-07-12 22:40:42.914535,debit_card,other,False
TXN_00001829,CUST_000082,MERCH_00122,114.83,2024-05-01 15:04:11.997716,debit_card,other,False
TXN_00001830,CUST_000399,MERCH_00290,12.4,2024-05-23 21:10:56.655001,mobile_payment,travel,False
TXN_00001831,CUST_000951,MERCH_00191,222.5,2024-02-27 15:21:57.582633,mobile_payment,healthcare,False
TXN_00001832,CUST_000265,MERCH_00457,237.69,2024-05-06 15:47:31.018092,bank_transfer,retail,False
TXN_00001833,CUST_000782,MERCH_00129,71.04,2024-05-08 15:45:30.962378,mobile_payment,healthcare,False
TXN_00001834,CUST_000123,MERCH_00099,240.39,2024-08-16 08:01:23.877836,bank_transfer,travel,False
TXN_00001835,CUST_000158,MERCH_00494,1273.53,2024-03-27 09:09:13.491343,mobile_payment,travel,False
TXN_00001836,CUST_000642,MERCH_00352,34.58,2024-12-23 20:25:11.211824,mobile_payment,other,False
TXN_00001837,CUST_000951,MERCH_00259,6.99,2024-07-01 18:57:46.079683,bank_transfer,other,False
TXN_00001838,CUST_000601,MERCH_00487,66.43,2024-10-23 15:10:53.236106,bank_transfer,grocery,False
TXN_00001839,CUST_000324,MERCH_00130,129.41,2024-08-16 21:56:27.982140,mobile_payment,travel,False
TXN_00001840,CUST_000766,MERCH_00249,21.17,2024-11-16 17:12:46.518893,mobile_payment,entertainment,False
TXN_00001841,CUST_000463,MERCH_00239,195.53,2024-11-20 11:55:20.186580,bank_transfer,retail,False
TXN_00001842,CUST_000332,MERCH_00187,11.49,2024-10-24 22:09:41.997824,mobile_payment,healthcare,False
TXN_00001843,CUST_000989,MERCH_00336,39.74,2024-01-11 12:07:16.573684,bank_transfer,restaurant,False
TXN_00001844,CUST_000615,MERCH_00393,16.88,2024-07-21 08:16:07.391957,bank_transfer,online,False
TXN_00001845,CUST_000147,MERCH_00379,9.19,2024-04-12 09:29:53.084195,mobile_payment,utilities,False
TXN_00001846,CUST_000086,MERCH_00172,99.0,2024-02-25 08:57:49.188721,credit_card,grocery,False
TXN_00001847,CUST_000819,MERCH_00270,5.0,2024-11-23 11:15:20.732868,credit_card,healthcare,False
TXN_00001848,CUST_000954,MERCH_00170,13.17,2024-08-27 20:43:19.950235,bank_transfer,restaurant,False
TXN_00001849,CUST_000539,MERCH_00378,5.22,2024-02-02 14:05:03.660442,debit_card,entertainment,False
TXN_00001850,CUST_000776,MERCH_00232,94.04,2024-05-19 00:08:03.794801,debit_card,grocery,False
TXN_00001851,CUST_000634,MERCH_00147,20.8,2024-12-16 11:54:21.148468,debit_card,travel,False
TXN_00001852,CUST_000076,MERCH_00446,48.52,2024-08-11 08:02:52.532689,mobile_payment,healthcare,False
TXN_00001853,CUST_000665,MERCH_00360,22.19,2024-08-16 13:35:43.801205,debit_card,healthcare,False
TXN_00001854,CUST_000379,MERCH_00328,61.66,2024-03-24 17:16:08.696948,mobile_payment,grocery,False
TXN_00001855,CUST_000356,MERCH_00406,15.0,2024-03-28 09:33:38.446467,bank_transfer,retail,False
TXN_00001856,CUST_000497,MERCH_00413,13.77,2024-02-25 14:04:57.325869,mobile_payment,healthcare,False
TXN_00001857,CUST_000558,MERCH_00372,48.05,2024-12-20 13:54:20.290731,mobile_payment,restaurant,False
TXN_00001858,CUST_000922,MERCH_00483,33.5,2024-11-28 18:16:55.371440,credit_card,online,False
TXN_00001859,CUST_000217,MERCH_00425,45.45,2024-04-30 13:32:03.509254,credit_card,grocery,False
TXN_00001860,CUST_000957,MERCH_00030,45.43,2024-07-16 11:58:03.578029,credit_card,entertainment,False
TXN_00001861,CUST_000430,MERCH_00202,194.3,2024-03-16 11:11:37.413710,credit_card,retail,False
TXN_00001862,CUST_000183,MERCH_00101,19.29,2024-02-20 06:55:49.349119,bank_transfer,other,False
TXN_00001863,CUST_000190,MERCH_00258,139.13,2024-07-16 08:15:34.283574,mobile_payment,retail,False
TXN_00001864,CUST_000916,MERCH_00292,83.51,2024-10-19 15:55:13.145799,debit_card,grocery,False
TXN_00001865,CUST_000038,MERCH_00082,5.0,2024-11-10 21:16:04.495589,bank_transfer,restaurant,False
TXN_00001866,CUST_000167,MERCH_00242,59.87,2024-04-22 14:49:33.421371,debit_card,gas_station,False
TXN_00001867,CUST_000564,MERCH_00346,25.22,2024-09-14 18:59:41.125191,debit_card,other,False
TXN_00001868,CUST_000357,MERCH_00069,87.39,2024-07-10 15:32:09.727715,credit_card,grocery,False
TXN_00001869,CUST_000908,MERCH_00429,187.77,2024-02-19 11:48:42.645862,credit_card,online,False
TXN_00001870,CUST_000219,MERCH_00099,11.56,2024-12-29 14:12:27.396117,debit_card,travel,False
TXN_00001871,CUST_000408,MERCH_00210,85.9,2024-12-22 23:48:20.604387,credit_card,entertainment,False
TXN_00001872,CUST_000406,MERCH_00087,122.52,2024-02-22 09:32:05.925330,credit_card,grocery,False
TXN_00001873,CUST_000629,MERCH_00292,90.63,2024-12-06 14:20:32.390393,mobile_payment,grocery,False
TXN_00001874,CUST_000616,MERCH_00410,46.87,2024-11-30 12:54:07.837557,mobile_payment,grocery,False
TXN_00001875,CUST_000691,MERCH_00394,36.53,2024-04-25 23:16:00.505111,credit_card,restaurant,False
TXN_00001876,CUST_000172,MERCH_00208,67.78,2024-07-22 11:18:03.640679,credit_card,gas_station,False
TXN_00001877,CUST_000167,MERCH_00308,55.73,2024-12-12 16:44:58.927500,bank_transfer,gas_station,False
TXN_00001878,CUST_000023,MERCH_00269,8.85,2024-02-13 14:04:21.600057,bank_transfer,travel,False
TXN_00001879,CUST_000996,MERCH_00192,12.74,2024-04-25 11:09:17.572734,bank_transfer,healthcare,False
TXN_00001880,CUST_000697,MERCH_00466,73.75,2024-11-17 06:37:47.803291,debit_card,other,False
TXN_00001881,CUST_000064,MERCH_00460,231.86,2024-09-22 18:13:00.160893,mobile_payment,entertainment,False
TXN_00001882,CUST_000984,MERCH_00464,25.85,2024-10-06 15:12:38.556382,debit_card,grocery,False
TXN_00001883,CUST_000242,MERCH_00126,38.39,2024-11-17 05:57:19.601824,credit_card,retail,False
TXN_00001884,CUST_000430,MERCH_00467,117.74,2024-05-31 14:59:30.341315,mobile_payment,retail,False
TXN_00001885,CUST_000977,MERCH_00373,24.3,2024-05-30 15:33:55.606778,mobile_payment,retail,False
TXN_00001886,CUST_000820,MERCH_00268,29.85,2024-06-10 21:43:09.503598,mobile_payment,healthcare,False
TXN_00001887,CUST_000609,MERCH_00153,101.46,2024-12-06 17:48:44.185201,mobile_payment,utilities,False
TXN_00001888,CUST_000115,MERCH_00250,5.0,2024-11-22 04:34:46.617068,credit_card,healthcare,False
TXN_00001889,CUST_000852,MERCH_00304,101.56,2024-12-06 10:16:12.959193,mobile_payment,grocery,False
TXN_00001890,CUST_000268,MERCH_00126,129.51,2024-04-09 11:27:15.847820,bank_transfer,retail,False
TXN_00001891,CUST_000346,MERCH_00066,30.72,2024-10-11 04:59:06.260502,credit_card,online,False
TXN_00001892,CUST_000007,MERCH_00195,5.0,2024-02-08 07:19:03.906149,bank_transfer,other,False
TXN_00001893,CUST_000284,MERCH_00497,59.52,2024-03-08 08:22:45.515975,credit_card,gas_station,False
TXN_00001894,CUST_000420,MERCH_00490,63.38,2024-10-05 09:02:23.847003,bank_transfer,restaurant,False
TXN_00001895,CUST_000840,MERCH_00186,60.04,2024-08-11 08:57:31.664090,debit_card,restaurant,False
TXN_00001896,CUST_000728,MERCH_00187,26.4,2024-04-07 13:42:59.363709,credit_card,healthcare,False
TXN_00001897,CUST_000477,MERCH_00230,83.04,2024-07-25 05:17:50.978924,bank_transfer,grocery,False
TXN_00001898,CUST_000935,MERCH_00119,5.0,2024-03-25 13:47:00.293644,credit_card,online,False
TXN_00001899,CUST_000903,MERCH_00410,80.41,2024-03-25 10:55:08.400718,mobile_payment,grocery,False
TXN_00001900,CUST_000554,MERCH_00273,34.84,2024-09-07 20:25:48.986985,bank_transfer,travel,False
TXN_00001901,CUST_000634,MERCH_00225,276.17,2024-05-11 09:07:45.445882,debit_card,other,False
TXN_00001902,CUST_000477,MERCH_00318,8.53,2024-09-08 07:07:03.555331,debit_card,travel,False
TXN_00001903,CUST_000641,MERCH_00237,29.18,2024-06-22 14:02:07.611313,debit_card,utilities,False
TXN_00001904,CUST_000706,MERCH_00025,27.0,2024-07-02 17:21:48.189838,debit_card,other,False
TXN_00001905,CUST_000856,MERCH_00296,8.39,2024-08-08 10:16:30.050832,debit_card,utilities,False
TXN_00001906,CUST_000615,MERCH_00400,61.5,2024-09-16 13:17:15.219872,debit_card,grocery,False
TXN_00001907,CUST_000310,MERCH_00208,63.4,2024-05-16 17:53:03.674052,bank_transfer,gas_station,False
TXN_00001908,CUST_000856,MERCH_00420,15.29,2024-11-07 08:39:13.782235,mobile_payment,travel,False
TXN_00001909,CUST_000973,MERCH_00412,68.51,2024-06-28 20:03:48.349084,mobile_payment,grocery,False
TXN_00001910,CUST_000776,MERCH_00303,41.19,2024-02-20 13:36:41.211765,credit_card,travel,False
TXN_00001911,CUST_000687,MERCH_00316,56.49,2024-03-11 19:57:21.982434,debit_card,gas_station,False
TXN_00001912,CUST_000668,MERCH_00463,11.37,2024-01-12 17:19:51.190568,credit_card,utilities,False
TXN_00001913,CUST_000583,MERCH_00363,15.73,2024-10-06 19:21:37.303788,debit_card,other,False
TXN_00001914,CUST_000756,MERCH_00233,54.0,2024-01-06 21:31:29.717607,bank_transfer,gas_station,False
TXN_00001915,CUST_000421,MERCH_00125,64.1,2024-04-08 12:57:44.046650,debit_card,retail,False
TXN_00001916,CUST_000608,MERCH_00095,71.46,2024-05-30 10:15:56.283838,bank_transfer,restaurant,False
TXN_00001917,CUST_000902,MERCH_00039,164.86,2024-09-27 12:07:55.042201,debit_card,retail,False
TXN_00001918,CUST_000434,MERCH_00048,25.44,2024-12-26 17:00:44.413112,mobile_payment,grocery,False
TXN_00001919,CUST_000833,MERCH_00410,81.39,2024-10-03 12:07:22.533587,credit_card,grocery,False
TXN_00001920,CUST_000263,MERCH_00350,111.23,2024-01-25 16:21:15.121072,mobile_payment,travel,False
TXN_00001921,CUST_000577,MERCH_00455,38.5,2024-12-04 10:25:26.710023,credit_card,utilities,False
TXN_00001922,CUST_000646,MERCH_00411,19.22,2024-12-25 10:05:53.241996,bank_transfer,utilities,False
TXN_00001923,CUST_000936,MERCH_00300,112.88,2024-11-12 11:03:00.227211,credit_card,online,False
TXN_00001924,CUST_000180,MERCH_00151,15.0,2024-06-27 15:53:59.247439,bank_transfer,retail,False
TXN_00001925,CUST_000179,MERCH_00062,175.58,2024-04-28 13:05:08.486892,debit_card,healthcare,False
TXN_00001926,CUST_000092,MERCH_00324,39.36,2024-06-16 12:05:36.894874,mobile_payment,online,False
TXN_00001927,CUST_000313,MERCH_00019,50.87,2024-03-31 12:49:35.205411,bank_transfer,healthcare,False
TXN_00001928,CUST_000758,MERCH_00317,42.62,2024-05-27 13:37:58.403296,bank_transfer,healthcare,False
TXN_00001929,CUST_000600,MERCH_00320,102.3,2024-01-16 14:23:53.409981,bank_transfer,grocery,False
TXN_00001930,CUST_000579,MERCH_00383,5.0,2024-09-25 12:30:23.010916,credit_card,utilities,False
TXN_00001931,CUST_000864,MERCH_00387,68.53,2024-05-18 13:04:39.785861,credit_card,online,False
TXN_00001932,CUST_000070,MERCH_00320,110.38,2024-04-24 12:58:55.289153,debit_card,grocery,False
TXN_00001933,CUST_000906,MERCH_00236,59.46,2024-08-11 20:46:57.727595,debit_card,grocery,False
TXN_00001934,CUST_000657,MERCH_00091,47.33,2024-09-28 11:01:06.266070,bank_transfer,healthcare,False
